Thu Dec  9 10:58:27 2021    cProfile_output

         15254792 function calls (14983050 primitive calls) in 20.212 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 plistlib.py:530(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:699(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:502(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1643(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1630(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:2086(NoDists)
        2    0.000    0.000    0.000    0.000 __init__.py:2678(version)
        1    0.000    0.000    0.000    0.000 __init__.py:120(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:330(UnknownExtra)
        1    0.000    0.000    0.000    0.000 options.py:78(set_options)
        1    0.000    0.000    0.000    0.000 dataarray.py:187(_LocIndexer)
        1    0.000    0.000    0.000    0.000 _backend.py:5(_ScipyBackend)
        1    0.000    0.000    0.000    0.000 _backend.py:30(_backend_from_arg)
        1    0.000    0.000    0.000    0.000 _backend.py:309(Dispatchable)
        1    0.000    0.000    0.000    0.000 _testutils.py:21(PytestTester)
        1    0.000    0.000    0.000    0.000 ufunc.py:47(da_frompyfunc)
        6    0.000    0.000    0.000    0.000 utils.py:282(<genexpr>)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        3    0.000    0.000    0.000    0.000 core.py:151(implements)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:20(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(__init__)
        1    0.000    0.000    0.000    0.000 base.py:43(DaskMethodsMixin)
        3    0.000    0.000    0.000    0.000 dataclasses.py:177(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:502(_WrapNumbers)
        1    0.000    0.000    0.000    0.000 pool.py:793(ThreadPool)
        1    0.000    0.000    0.000    0.000 util.py:159(Finalize)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:304(_check_available)
        6    0.000    0.000    0.000    0.000 _signatures.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:7(EqualityHashKey)
        1    0.000    0.000    0.000    0.000 functoolz.py:146(InstanceProperty)
        1    0.000    0.000    0.000    0.000 optimization.py:941(SubgraphCallable)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 order.py:241(StrComparable)
        1    0.000    0.000    0.000    0.000 utils.py:861(methodcaller)
        1    0.000    0.000    0.000    0.000 utils.py:892(itemgetter)
        1    0.000    0.000    0.000    0.000 utils.py:915(MethodCache)
        1    0.000    0.000    0.000    0.000 core.py:439(literal)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 representer.py:272(Representer)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 constructor.py:702(UnsafeConstructor)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        2    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 _testing.py:2620(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:414(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 sql.py:1421(SQLiteTable)
        1    0.000    0.000    0.000    0.000 pytables.py:381(PyTablesExprVisitor)
        1    0.000    0.000    0.000    0.000 pytables.py:2431(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 html.py:519(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 _json.py:1040(FrameParser)
        1    0.000    0.000    0.000    0.000 parsers.py:1859(CParserWrapper)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        5    0.000    0.000    0.000    0.000 expr.py:104(_compose2)
        1    0.000    0.000    0.000    0.000 ops.py:175(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:523(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:881(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:925(FrameSplitter)
        1    0.000    0.000    0.000    0.000 rolling.py:2094(RollingGroupby)
        1    0.000    0.000    0.000    0.000 accessors.py:25(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:120(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:191(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 _misc.py:436(__init__)
        3    0.000    0.000    0.000    0.000 series.py:104(_coerce_method)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:1104(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 format.py:1479(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 blocks.py:2174(_maybe_coerce_values)
        1    0.000    0.000    0.000    0.000 blocks.py:2547(BoolBlock)
       10    0.000    0.000    0.000    0.000 indexing.py:747(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        6    0.000    0.000    0.000    0.000 extension.py:115(_make_wrapped_comparison_op)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 offsets.py:1684(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1754(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.000    0.000 nanops.py:50(disallow)
        8    0.000    0.000    0.000    0.000 methods.py:154(<genexpr>)
       10    0.000    0.000    0.000    0.000 indexers.py:38(is_scalar_indexer)
        1    0.000    0.000    0.000    0.000 base.py:1077(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:1126(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.000    0.000 algorithms.py:1165(SelectNFrame)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 config.py:182(__init__)
        1    0.000    0.000    0.000    0.000 config.py:380(option_context)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        3    0.000    0.000    0.000    0.000 __init__.py:99(_import_lzma)
        1    0.000    0.000    0.000    0.000 version.py:63(__gt__)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 extras.py:1474(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 core.py:6532(_extrema_operation)
        1    0.000    0.000    0.000    0.000 random.py:669(SystemRandom)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
       10    0.000    0.000    0.000    0.000 shape_base.py:1165(_tile_dispatcher)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 index_tricks.py:302(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        2    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:437(TracebackException)
        1    0.000    0.000    0.000    0.000 tokenize.py:94(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:108(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:109(maybe)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:240(_cleanup)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        8    0.000    0.000    0.000    0.000 getlimits.py:92(_register_type)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 widget_int.py:39(_int_doc)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        1    0.000    0.000    0.000    0.000 trait_types.py:38(Color)
        1    0.000    0.000    0.000    0.000 trait_types.py:62(Date)
        1    0.000    0.000    0.000    0.000 trait_types.py:184(NumberFormat)
        1    0.000    0.000    0.000    0.000 ioloop.py:82(ZMQIOLoop)
        1    0.000    0.000    0.000    0.000 tracker.py:18(MessageTracker)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 basic.py:20(MagicsDisplay)
        1    0.000    0.000    0.000    0.000 prompts.py:13(Prompts)
        1    0.000    0.000    0.000    0.000 keywords.py:35(Keyword)
        1    0.000    0.000    0.000    0.000 helpers.py:162(CallDetails)
        1    0.000    0.000    0.000    0.000 instance.py:432(LazyInstanceClassName)
        1    0.000    0.000    0.000    0.000 typing.py:661(LazyAnnotatedBaseClass)
        1    0.000    0.000    0.000    0.000 finder.py:35(NameFinder)
        1    0.000    0.000    0.000    0.000 function.py:25(LambdaName)
        1    0.000    0.000    0.000    0.000 function.py:104(FunctionContext)
        1    0.000    0.000    0.000    0.000 klass.py:64(ClassName)
        1    0.000    0.000    0.000    0.000 klass.py:87(ClassFilter)
        1    0.000    0.000    0.000    0.000 arguments.py:319(TreeArgumentsWrapper)
        1    0.000    0.000    0.000    0.000 iterable.py:321(SequenceLiteralContext)
        1    0.000    0.000    0.000    0.000 filters.py:144(FunctionExecutionFilter)
        1    0.000    0.000    0.000    0.000 names.py:61(AbstractTreeName)
        1    0.000    0.000    0.000    0.000 names.py:130(TreeNameDefinition)
        1    0.000    0.000    0.000    0.000 context.py:14(BaseContextSet)
        1    0.000    0.000    0.000    0.000 context.py:300(SignatureParamName)
        1    0.000    0.000    0.000    0.000 filters.py:21(AbstractFilter)
        1    0.000    0.000    0.000    0.000 classes.py:601(CallSignature)
        6    0.000    0.000    0.000    0.000 cache.py:50(evaluator_function_cache)
        5    0.000    0.000    0.000    0.000 cache.py:64(evaluator_as_method_param_cache)
        1    0.000    0.000    0.000    0.000 normalizer.py:150(Rule)
        1    0.000    0.000    0.000    0.000 file_io.py:4(FileIO)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:247(_Unframer)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:790(name)
        1    0.000    0.000    0.000    0.000 datetime.py:1092(tzinfo)
        2    0.000    0.000    0.000    0.000 arrayprint.py:464(_recursive_guard)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 typing.py:486(TypeVar)
        4    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1292(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1301(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1310(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1328(SupportsRound)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        2    0.000    0.000    0.000    0.000 {built-in method math.radians}
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencodeerrors}
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tree.py:455(ClassOrFunc)
        1    0.000    0.000    0.000    0.000 tree.py:482(Class)
        1    0.000    0.000    0.000    0.000 tree.py:715(IfStmt)
        1    0.000    0.000    0.000    0.000 tree.py:765(ForStmt)
        1    0.000    0.000    0.000    0.000 tree.py:795(WithStmt)
        1    0.000    0.000    0.000    0.000 tree.py:974(KeywordStatement)
        1    0.000    0.000    0.000    0.000 tree.py:997(AssertStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1050(ExprStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1212(SyncCompFor)
        1    0.000    0.000    0.000    0.000 errors.py:372(IndentationRule)
        1    0.000    0.000    0.000    0.000 errors.py:397(SyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:405(_InvalidSyntaxRule)
        1    0.000    0.000    0.000    0.000 errors.py:441(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:460(_YieldFromCheck)
        1    0.000    0.000    0.000    0.000 generator.py:34(Grammar)
        1    0.000    0.000    0.000    0.000 grammar_parser.py:139(NFAArc)
        1    0.000    0.000    0.000    0.000 tokenize.py:270(Token)
        1    0.000    0.000    0.000    0.000 tokenize.py:280(PythonToken)
        1    0.000    0.000    0.000    0.000 tokenize.py:286(FStringNode)
        1    0.000    0.000    0.000    0.000 token.py:4(TokenType)
        1    0.000    0.000    0.000    0.000 token.py:13(TokenTypes)
        1    0.000    0.000    0.000    0.000 diff.py:164(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:68(DocstringMixin)
        1    0.000    0.000    0.000    0.000 tree.py:158(PythonNode)
        1    0.000    0.000    0.000    0.000 tree.py:162(PythonErrorNode)
        1    0.000    0.000    0.000    0.000 tree.py:181(Newline)
        1    0.000    0.000    0.000    0.000 tree.py:250(Number)
        1    0.000    0.000    0.000    0.000 tree.py:255(String)
        1    0.000    0.000    0.000    0.000 tree.py:281(FStringStart)
        1    0.000    0.000    0.000    0.000 tree.py:290(FStringEnd)
        1    0.000    0.000    0.000    0.000 tree.py:299(_StringComparisonMixin)
        1    0.000    0.000    0.000    0.000 tree.py:323(Keyword)
        1    0.000    0.000    0.000    0.000 __init__.py:425(Interpreter)
        1    0.000    0.000    0.000    0.000 parser.py:30(ParserSyntaxError)
        1    0.000    0.000    0.000    0.000 parser.py:74(StackNode)
        1    0.000    0.000    0.000    0.000 tree.py:234(TypedLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:330(Node)
        1    0.000    0.000    0.000    0.000 tree.py:352(ErrorLeaf)
        1    0.000    0.000    0.000    0.000 completer.py:325(_FakeJediCompletion)
        1    0.000    0.000    0.000    0.000 base.py:215(_ProgressControl)
        1    0.000    0.000    0.000    0.000 base.py:250(ProgressBarCounter)
        1    0.000    0.000    0.000    0.000 formatters.py:60(Label)
        1    0.000    0.000    0.000    0.000 formatters.py:244(SpinningWheel)
        1    0.000    0.000    0.000    0.000 prompt.py:171(_RPrompt)
        1    0.000    0.000    0.000    0.000 prompt.py:180(CompleteStyle)
        1    0.000    0.000    0.000    0.000 patch_stdout.py:67(StdoutProxy)
        1    0.000    0.000    0.000    0.000 style.py:60(StyleMeta)
        1    0.000    0.000    0.000    0.000 style.py:172(Style)
        1    0.000    0.000    0.000    0.000 completer.py:172(ProvisionalCompleterWarning)
        1    0.000    0.000    0.000    0.000 base.py:84(Border)
        1    0.000    0.000    0.000    0.000 base.py:315(Button)
        1    0.000    0.000    0.000    0.000 base.py:381(Frame)
        1    0.000    0.000    0.000    0.000 base.py:458(Shadow)
        1    0.000    0.000    0.000    0.000 base.py:540(Checkbox)
        1    0.000    0.000    0.000    0.000 toolbars.py:48(FormattedTextToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:61(SystemToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:169(ArgToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:193(SearchToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:240(_CompletionsToolbarControl)
        1    0.000    0.000    0.000    0.000 toolbars.py:312(ValidationToolbar)
        1    0.000    0.000    0.000    0.000 vt100_parser.py:37(_Flush)
        1    0.000    0.000    0.000    0.000 margins.py:122(ConditionalMargin)
        1    0.000    0.000    0.000    0.000 margins.py:216(PromptMargin)
        1    0.000    0.000    0.000    0.000 menus.py:212(CompletionsMenu)
        1    0.000    0.000    0.000    0.000 menus.py:511(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 menus.py:557(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 renderer.py:236(HeightIsUnknownError)
        1    0.000    0.000    0.000    0.000 renderer.py:240(_StyleStringToAttrsCache)
        1    0.000    0.000    0.000    0.000 renderer.py:260(CPR_Support)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:11(MouseHandlers)
        1    0.000    0.000    0.000    0.000 vi.py:68(TextObjectType)
        1    0.000    0.000    0.000    0.000 pygments.py:12(PygmentsTokens)
        1    0.000    0.000    0.000    0.000 mouse_events.py:26(MouseEventType)
        1    0.000    0.000    0.000    0.000 mouse_events.py:33(MouseEvent)
        1    0.000    0.000    0.000    0.000 controls.py:808(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 base.py:63(DynamicLexer)
        1    0.000    0.000    0.000    0.000 processors.py:124(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 pygments.py:56(RegexSync)
        1    0.000    0.000    0.000    0.000 pygments.py:131(PygmentsLexer)
        1    0.000    0.000    0.000    0.000 processors.py:96(Transformation)
        1    0.000    0.000    0.000    0.000 processors.py:180(HighlightIncrementalSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:236(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:328(DisplayMultipleCursors)
        1    0.000    0.000    0.000    0.000 processors.py:399(ShowArg)
        1    0.000    0.000    0.000    0.000 processors.py:426(AfterInput)
        1    0.000    0.000    0.000    0.000 processors.py:452(AppendAutoSuggestion)
        1    0.000    0.000    0.000    0.000 processors.py:627(ReverseSearchProcessor)
        1    0.000    0.000    0.000    0.000 processors.py:737(ConditionalProcessor)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1174(Comment)
        1    0.000    0.000    0.000    0.000 minidom.py:1188(CDATASection)
        1    0.000    0.000    0.000    0.000 minidom.py:1381(Notation)
        1    0.000    0.000    0.000    0.000 minidom.py:1390(DOMImplementation)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:213(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:306(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:368(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 style_transformation.py:97(SetDefaultColorStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:127(AdjustBrightnessStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:235(DynamicStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:256(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 style_transformation.py:278(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 base.py:88(FormattedText)
        1    0.000    0.000    0.000    0.000 base.py:103(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 screen.py:275(WritePosition)
        2    0.000    0.000    0.000    0.000 vt100.py:148(__init__)
        1    0.000    0.000    0.000    0.000 vt100.py:142(_16ColorCache)
        1    0.000    0.000    0.000    0.000 vt100.py:176(_256ColorCache)
        1    0.000    0.000    0.000    0.000 vt100.py:246(_EscapeCodeCache)
        1    0.000    0.000    0.000    0.000 base.py:125(DynamicStyle)
        1    0.000    0.000    0.000    0.000 style.py:166(Priority)
        1    0.000    0.000    0.000    0.000 containers.py:131(VerticalAlign)
        1    0.000    0.000    0.000    0.000 containers.py:139(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 containers.py:1158(WindowAlign)
        1    0.000    0.000    0.000    0.000 ansi.py:14(ANSI)
       18    0.000    0.000    0.000    0.000 ansi.py:229(<genexpr>)
        1    0.000    0.000    0.000    0.000 vi_state.py:17(CharacterFind)
        1    0.000    0.000    0.000    0.000 validation.py:24(ValidationError)
        1    0.000    0.000    0.000    0.000 validation.py:98(_ValidatorFromCallable)
        1    0.000    0.000    0.000    0.000 validation.py:147(DummyValidator)
        1    0.000    0.000    0.000    0.000 base.py:221(DynamicCompleter)
        1    0.000    0.000    0.000    0.000 base.py:244(_MergedCompleter)
        1    0.000    0.000    0.000    0.000 filesystem.py:13(PathCompleter)
        1    0.000    0.000    0.000    0.000 filesystem.py:95(ExecutableCompleter)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:20(FuzzyCompleter)
        1    0.000    0.000    0.000    0.000 word_completer.py:12(WordCompleter)
        1    0.000    0.000    0.000    0.000 history.py:162(InMemoryHistory)
        1    0.000    0.000    0.000    0.000 history.py:173(DummyHistory)
        1    0.000    0.000    0.000    0.000 history.py:188(FileHistory)
        1    0.000    0.000    0.000    0.000 search.py:23(SearchDirection)
        1    0.000    0.000    0.000    0.000 vi_state.py:10(InputMode)
        1    0.000    0.000    0.000    0.000 key_bindings.py:57(_Binding)
        1    0.000    0.000    0.000    0.000 key_bindings.py:403(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 key_bindings.py:514(GlobalOnlyKeyBindings)
        1    0.000    0.000    0.000    0.000 future.py:18(InvalidStateError)
        1    0.000    0.000    0.000    0.000 context.py:50(context)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:34(Suggestion)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:108(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 enums.py:4(EditingMode)
        1    0.000    0.000    0.000    0.000 base.py:64(_AndCache)
        1    0.000    0.000    0.000    0.000 base.py:139(_OrList)
        1    0.000    0.000    0.000    0.000 base.py:161(_Invert)
        1    0.000    0.000    0.000    0.000 base.py:175(Always)
        1    0.000    0.000    0.000    0.000 base.py:186(Never)
        1    0.000    0.000    0.000    0.000 base.py:197(Condition)
        1    0.000    0.000    0.000    0.000 base.py:181(ThreadedCompleter)
        1    0.000    0.000    0.000    0.000 base.py:21(ClipboardData)
        1    0.000    0.000    0.000    0.000 base.py:69(DummyClipboard)
        1    0.000    0.000    0.000    0.000 base.py:86(DynamicClipboard)
        1    0.000    0.000    0.000    0.000 selection.py:13(SelectionType)
        1    0.000    0.000    0.000    0.000 selection.py:33(SelectionState)
        1    0.000    0.000    0.000    0.000 base.py:115(CompleteEvent)
        1    0.000    0.000    0.000    0.000 base.py:210(DummyCompleter)
        1    0.000    0.000    0.000    0.000 async_generator.py:35(AsyncGeneratorItem)
        1    0.000    0.000    0.000    0.000 coroutine.py:29(Return)
        1    0.000    0.000    0.000    0.000 coroutine.py:122(_FutureRef)
        1    0.000    0.000    0.000    0.000 utils.py:162(DummyContext)
        1    0.000    0.000    0.000    0.000 cache.py:13(SimpleCache)
        1    0.000    0.000    0.000    0.000 cache.py:56(FastDictCache)
        1    0.000    0.000    0.000    0.000 capture.py:124(capture_output)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:20(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 contexts.py:63(NoOpContext)
        1    0.000    0.000    0.000    0.000 buffer.py:47(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 buffer.py:51(ValidationState)
        1    0.000    0.000    0.000    0.000 buffer.py:122(YankNthArgState)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-10>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-11>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-12>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-14>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-18>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-19>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-20>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-21>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-22>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:decorator-gen-24>:1(<module>)
        1    0.000    0.000    0.000    0.000 display.py:275(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 display.py:315(VimeoVideo)
        1    0.000    0.000    0.000    0.000 display.py:406(FileLinks)
        1    0.000    0.000    0.000    0.000 autocall.py:51(ExitAutocall)
        1    0.000    0.000    0.000    0.000 autocall.py:59(ZMQExitAutocall)
        1    0.000    0.000    0.000    0.000 alias.py:113(AliasError)
